group_id,year,month,interval_count_in,interval_count_out,total_count_in,total_count_out,zero_count_intervals_in,zero_count_intervals_out,max_interval_count_in,max_interval_count_out,min_interval_count_in,min_interval_count_out,mean_interval_count_in,mean_interval_count_out,weather_hours_available,avg_temperature_2m,min_temperature_2m,max_temperature_2m,avg_relative_humidity_2m,total_precipitation,total_rain,total_snowfall,avg_cloud_cover,rainy_days,heavy_rain_days,frost_days,storm_days,avg_wind_speed_10m,most_common_weather_code,station_to_weather_grid_km,bike_crash_count_1km_grouped,bike_crash_happened_1km_grouped,month_sin,month_cos,total_count_in_lag1,total_count_in_lag2,total_count_in_roll3_mean,total_count_in_roll6_mean,total_count_in_roll3_std,total_count_out_lag1,total_count_out_lag2,total_count_out_roll3_mean,total_count_out_roll6_mean,total_count_out_roll3_std,mean_interval_count_in_lag1,mean_interval_count_in_lag2,mean_interval_count_in_roll3_mean,mean_interval_count_in_roll6_mean,mean_interval_count_in_roll3_std,mean_interval_count_out_lag1,mean_interval_count_out_lag2,mean_interval_count_out_roll3_mean,mean_interval_count_out_roll6_mean,mean_interval_count_out_roll3_std,zero_count_intervals_in_lag1,zero_count_intervals_in_lag2,zero_count_intervals_in_roll3_mean,zero_count_intervals_in_roll6_mean,zero_count_intervals_in_roll3_std,zero_count_intervals_out_lag1,zero_count_intervals_out_lag2,zero_count_intervals_out_roll3_mean,zero_count_intervals_out_roll6_mean,zero_count_intervals_out_roll3_std,avg_temperature_2m_lag1,avg_temperature_2m_lag2,avg_temperature_2m_roll3_mean,avg_temperature_2m_roll6_mean,avg_temperature_2m_roll3_std,total_precipitation_lag1,total_precipitation_lag2,total_precipitation_roll3_mean,total_precipitation_roll6_mean,total_precipitation_roll3_std,avg_wind_speed_10m_lag1,avg_wind_speed_10m_lag2,avg_wind_speed_10m_roll3_mean,avg_wind_speed_10m_roll6_mean,avg_wind_speed_10m_roll3_std,avg_cloud_cover_lag1,avg_cloud_cover_lag2,avg_cloud_cover_roll3_mean,avg_cloud_cover_roll6_mean,avg_cloud_cover_roll3_std,rainy_days_lag1,rainy_days_lag2,rainy_days_roll3_mean,rainy_days_roll6_mean,rainy_days_roll3_std,heavy_rain_days_lag1,heavy_rain_days_lag2,heavy_rain_days_roll3_mean,heavy_rain_days_roll6_mean,heavy_rain_days_roll3_std,frost_days_lag1,frost_days_lag2,frost_days_roll3_mean,frost_days_roll6_mean,frost_days_roll3_std,storm_days_lag1,storm_days_lag2,storm_days_roll3_mean,storm_days_roll6_mean,storm_days_roll3_std,bike_crash_count_1km_grouped_lag1,bike_crash_count_1km_grouped_lag2,bike_crash_count_1km_grouped_roll3_mean,bike_crash_count_1km_grouped_roll6_mean,bike_crash_count_1km_grouped_roll3_std,bike_crash_happened_1km_grouped_lag1,bike_crash_happened_1km_grouped_lag2,bike_crash_count_1km_grouped_roll3_sum,bike_crash_count_1km_grouped_roll6_sum,total_count_in_change_lag1,total_count_out_change_lag1,avg_temperature_2m_change_lag1,total_precipitation_change_lag1,in_out_ratio,in_out_ratio_lag1,total_count_sum,total_count_sum_lag1,bike_crashes_per_1000_cyclists_lag1,group_avg_bike_crash_count_history,group_avg_total_count_in_history,group_avg_total_count_out_history,target_bike_crash_count_next_month_1km_grouped,target_bike_crash_happened_next_month_1km_grouped,predicted_probability,predicted_label,group_name,gemeente,group_lat,group_long,member_site_count,member_site_ids
32,2024,11,5760.0,5760.0,190.0,18922.0,5590.0,1693.0,6.0,98.0,0.0,0.0,0.0329861111111111,3.2850694444444444,720.0,7.117638888888889,-1.45,17.7,86.86756231944445,62.0,57.69999988400001,3.0100000600000008,78.8375,103.0,0.0,24.0,0.0,11.573290684583334,3.0,1.0693223898309463,0.0,0,-0.5000000000000004,0.8660254037844384,229.0,214.0,227.33333333333331,218.66666666666663,12.58305739211782,25591.0,26674.0,25975.33333333333,25206.33333333333,606.0745278703931,0.0384744623655912,0.0371527777777777,0.038593936678614,0.0371182422341695,0.0015044582275907,4.299563172043011,4.630902777777778,4.41392995818399,4.285274790919952,0.1879959631423124,5751.0,5573.0,5690.333333333333,5698.333333333333,101.63332786705556,1437.0,1367.0,1332.0,1382.3333333333333,126.19429464123944,12.44502688172043,15.764166666666668,15.99067652329749,16.227497386499405,3.6641592061403663,82.2,103.1,98.5,111.83333333333331,14.555754875649724,11.36076072013441,12.689238890138888,11.687174144660991,11.437961057269264,0.8852073726941261,68.56720430107526,58.52638888888889,61.93979988052568,64.17131123058542,5.740366613398576,117.0,155.0,127.0,152.0,24.57641145488905,0.0,0.0,0.6666666666666666,0.6666666666666666,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5773502691896258,1.0,0.0,1.0,2.0,-39.0,-6669.0,-5.327387992831541,-20.200000000000003,0.0100412218581545,0.0089484584424211,19112.0,25820.0,0.0387296669248644,0.3214285714285714,181.1071428571429,21412.10714285714,0.0,0.0,0.036842545198930515,0,Geel teller 1,Geel,51.148115,4.996705,2,"97,98"
33,2024,11,2532.0,2532.0,3547.0,3168.0,1177.0,1241.0,14.0,18.0,0.0,0.0,1.40086887835703,1.2511848341232228,720.0,7.032638888888889,-1.95,17.3,86.49008383888889,68.5,65.80000008,1.8900000100000005,78.48333333333333,112.0,0.0,28.0,0.0,11.762437487083334,3.0,4.47316917891719,0.0,0,-0.5000000000000004,0.8660254037844384,6087.0,7613.0,7634.333333333333,7313.833333333333,1558.109538297403,5474.0,6758.0,6731.666666666667,6372.5,1244.708935186589,2.1283216783216785,2.6434027777777778,2.6213767900259834,2.5152052178088984,0.4824193833821631,1.913986013986014,2.3465277777777778,2.31208434635854,2.1915828906216555,0.3820428766467609,1090.0,1032.0,1020.3333333333334,1025.0,76.17304860207021,1153.0,1062.0,1044.6666666666667,1085.1666666666667,117.95903243640755,12.537836021505376,15.746666666666668,16.06152329749104,16.285201239545998,3.6912007559482425,94.9,94.6,90.76666666666664,103.46666666666664,6.9009661159385205,11.10050164303764,12.50712344208333,11.41834729190412,11.139288386903374,0.9697404806330334,70.6491935483871,58.7375,62.427732974910406,64.67803912783751,7.13239990887917,135.0,168.0,141.0,162.66666666666666,24.556058315617356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,-2540.0,-2306.0,-5.505197132616487,-26.40000000000001,1.1196338383838385,1.1119839240043845,6715.0,11561.0,0.0,0.2,5984.733333333334,5254.266666666666,0.0,0.0,0.03776349860219274,0,Bokrijk,Genk,50.95264,5.41001,1,49
34,2024,11,2880.0,2880.0,1626.0,1813.0,1922.0,1873.0,10.0,8.0,0.0,0.0,0.5645833333333333,0.6295138888888889,720.0,6.869930555555556,-2.1,17.25,86.91726610138889,58.3,56.29999995,1.40000003,78.0625,115.0,0.0,34.0,0.0,11.871098653041669,3.0,3.5052959436658497,2.0,1,-0.5000000000000004,0.8660254037844384,2402.0,2932.0,2995.0,3156.1666666666665,626.878776160111,2745.0,3845.0,3619.0,3593.1666666666665,785.7658684366503,0.8071236559139785,1.0180555555555555,1.0173312425328556,1.072054211469534,0.209846367633632,0.9223790322580644,1.3350694444444444,1.230417413381123,1.2210013440860217,0.2712984511946338,1798.0,1630.0,1636.3333333333333,1619.6666666666667,158.59487171196218,1702.0,1550.0,1563.0,1538.3333333333333,132.97744169594813,12.39771505376344,15.677638888888888,15.96248357228196,16.195293085424133,3.715389137668492,87.1,94.4,86.2666666666667,104.78333333333336,8.580404030890913,11.392403320967738,12.95259231430556,11.817560883845582,11.548485495141875,0.9932210754107186,70.36155913978494,58.2625,62.044041218638,64.45664575866188,7.213052162662042,133.0,171.0,140.66666666666666,163.66666666666666,27.31910198621722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.333333333333333,2.1666666666666665,1.1547005383792526,1.0,1.0,7.0,13.0,-776.0,-932.0,-5.527784498207883,-28.8,0.8968560397131826,0.8750455373406193,3439.0,5147.0,0.5828638041577618,0.984126984126984,2373.285714285714,2538.5079365079364,0.0,0.0,0.16576237048741085,0,Genk,Genk,50.97172,5.48927,1,14
35,2024,11,2880.0,2880.0,15972.0,11558.0,804.0,903.0,74.0,60.0,0.0,0.0,5.545833333333333,4.013194444444444,720.0,7.623125,0.1,17.6,86.28868370138889,59.4,56.69999999,1.89000006,79.9125,122.0,0.0,0.0,0.0,12.033941203055557,3.0,3.162676892518597,1.0,1,-0.5000000000000004,0.8660254037844384,21799.0,19446.0,19857.33333333333,18934.666666666668,1772.171643304716,15353.0,13719.0,13941.666666666666,12920.666666666666,1314.2242325164082,7.324932795698925,6.752083333333333,6.745094086021505,6.434875298685783,0.5833647357882289,5.158938172043011,4.763541666666667,4.735920698924732,4.391125298685783,0.4374824023908291,737.0,757.0,733.3333333333334,735.1666666666666,25.696951829608725,813.0,827.0,817.0,824.8333333333334,8.717797887072718,12.502217741935484,15.76986111111111,16.01721624850657,16.083139934289125,3.644976269295952,66.9,85.9,75.10000000000004,82.03333333333335,9.763196197967108,11.82508741048387,13.384904637777776,12.332605934680402,11.933244307737452,0.9115078321841676,66.56854838709677,60.74027777777778,62.49272700119476,64.94151732377539,3.541289063027824,114.0,154.0,126.66666666666669,146.5,23.69247419188907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6666666666666667,1.1666666666666667,0.5773502691896262,1.0,1.0,5.0,7.0,-5827.0,-3795.0,-4.879092741935484,-7.500000000000007,1.381899982695968,1.4198527974988602,27530.0,37152.0,0.0269164513350559,1.0793650793650793,13568.031746031746,8742.015873015873,0.0,0.0,0.35579172434052747,1,Gent,Gent,51.03018,3.70146,1,13
36,2024,11,2880.0,2880.0,26500.0,1359.0,270.0,1908.0,63.0,7.0,0.0,0.0,9.20138888888889,0.471875,720.0,7.623125,0.1,17.6,86.28868370138889,59.4,56.69999999,1.89000006,79.9125,122.0,0.0,0.0,0.0,12.033941203055557,3.0,5.4229776422921,1.0,1,-0.5000000000000004,0.8660254037844384,32680.0,30739.0,29700.0,28647.5,3613.328244153873,1717.0,1699.0,1653.6666666666667,1825.6666666666667,94.53747052535856,10.981182795698924,5.336631944444444,6.906086750255695,5.812484027399047,3.5600445354528576,0.5769489247311828,0.2949652777777777,0.3788834410465098,0.3605732086478848,0.1721943737637505,281.0,3152.0,2217.0,2702.0,1676.949909806492,1801.0,4623.0,3726.0,4199.0,1668.385147380544,12.502217741935484,15.76986111111111,16.01721624850657,16.083139934289125,3.644976269295941,66.9,85.9,75.10000000000001,82.03333333333335,9.763196197967154,11.82508741048387,13.384904637777776,12.332605934680403,11.933244307737452,0.9115078321842064,66.56854838709677,60.74027777777778,62.49272700119474,64.94151732377539,3.5412890630279312,114.0,154.0,126.66666666666669,146.5,23.6924741918892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.5,1.732050807568877,1.0,0.0,3.0,9.0,-6180.0,-358.0,-4.879092741935484,-7.500000000000007,19.49963208241354,19.0331974373908,27859.0,34397.0,0.0872169084513184,1.16,35756.56,2093.32,1.0,1.0,0.792593451577639,1,Gent teller 1,Gent,51.02811425,3.76826385,2,"118,119"
37,2024,11,2880.0,2880.0,5306.0,4930.0,1577.0,1649.0,34.0,34.0,0.0,0.0,1.8423611111111111,1.7118055555555556,720.0,7.626180555555556,0.0,17.65,86.57416155,68.6,60.70000007,5.53000002,80.60972222222222,124.0,0.0,0.0,0.0,11.7268066135,3.0,3.843329813718479,0.0,0,-0.5000000000000004,0.8660254037844384,7353.0,7228.0,6552.666666666667,5958.666666666667,1279.4922169881822,6498.0,6563.0,5879.333333333333,5412.0,1128.3219103311485,2.470766129032258,2.5097222222222224,2.2288231780167265,2.0275313620071684,0.4532132039936435,2.183467741935484,2.2788194444444443,2.000085872162485,1.8416722670250891,0.403033495049824,1362.0,1389.0,1461.3333333333333,1530.1666666666667,149.2793801344759,1454.0,1399.0,1500.3333333333333,1568.3333333333333,130.80647282658987,12.52130376344086,15.839166666666667,16.047217741935487,16.107206914575865,3.6344084564335177,71.7,92.5,75.7333333333333,85.46666666666665,15.157946210926196,11.715610433602151,13.44445979263889,12.35120761669952,12.01932525642473,0.9509553595807272,67.16935483870968,60.72361111111111,62.76629330943846,65.04307795698925,3.816470357533101,122.0,161.0,130.33333333333334,149.33333333333334,27.465129406819333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5773502691896258,1.0,0.0,1.0,2.0,-2047.0,-1568.0,-4.895123207885304,-3.1000000000000085,1.0762677484787018,1.131578947368421,10236.0,13851.0,0.0721969532885712,0.2857142857142857,5670.523809523809,5150.238095238095,1.0,1.0,0.5232823831865695,1,Gent R4,Gent,51.0876313,3.7587918,1,136
38,2024,11,2764.0,2764.0,0.0,0.0,2764.0,2764.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,7.175347222222222,-1.5,17.1,87.14487473472222,62.0,59.20000001,1.96,77.43611111111112,123.0,0.0,20.0,0.0,12.54668836261111,3.0,6.06582237039172,0.0,0,-0.5000000000000004,0.8660254037844384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976.0,2880.0,2944.0,2924.6666666666665,55.425625842191735,2976.0,2880.0,2944.0,2924.6666666666665,55.4256258422033,12.441532258064516,15.350625,15.73867159498208,15.820087365591398,3.507299767598826,73.5,111.5,81.83333333333333,90.35,26.501572280401263,13.331839485349462,14.910415405694446,13.663882748493132,13.052634782880824,1.1181205762153723,69.39516129032258,60.56944444444444,62.97386499402628,65.49024790919952,5.619144733347693,132.0,172.0,136.33333333333334,157.66666666666666,33.70954365359063,0.0,2.0,0.6666666666666666,0.3333333333333333,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.266185035842294,-11.5,,,0.0,0.0,,0.1481481481481481,989.5925925925926,255.14814814814812,0.0,0.0,0.015614326135312646,0,St. pieters leeuw teller 2,Halle,50.75509,4.24943,1,105
39,2024,11,2880.0,2880.0,6986.0,5493.0,1113.0,1292.0,398.0,329.0,0.0,0.0,2.4256944444444444,1.9072916666666664,720.0,7.444236111111111,-0.65,17.85,86.71469765416667,71.4,65.300000274,4.26999987,80.38194444444444,129.0,0.0,11.0,0.0,11.74098455925,3.0,4.638897703850821,2.0,1,-0.5000000000000004,0.8660254037844384,8005.0,8717.0,8592.666666666666,8493.333333333334,536.4180583587208,6459.0,7463.0,6875.0,6651.5,523.6334595879152,2.6898521505376345,3.026736111111111,2.9198663381123056,2.8868895609319,0.1993642667426721,2.1703629032258065,2.5913194444444443,2.338011499402628,2.2617271505376344,0.223168647965319,933.0,838.0,836.3333333333334,835.0,97.51068317540002,1126.0,1006.0,1047.6666666666667,1047.5,67.88470618138885,12.568212365591398,15.779166666666669,16.01581541218638,16.15598080943847,3.571811911575649,73.6,104.7,79.5,90.66666666666669,22.82914803491357,11.915617463306452,13.596491619305556,12.401969683137692,12.075022686226104,1.040414697333996,66.85752688172043,59.30833333333333,62.10098566308244,64.4690188172043,4.14007554081785,107.0,153.0,119.0,138.83333333333334,29.8663690461362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.5,0.5773502691896256,1.0,0.0,1.0,3.0,-1019.0,-966.0,-5.123976254480287,-2.1999999999999886,1.2718004733296924,1.239355937451618,12479.0,14464.0,0.0691371681415929,0.56,7769.92,6369.36,0.0,0.0,0.16302609420271097,0,Hamme totem,Hamme,51.1017709,4.1469307,1,126
40,2024,11,5760.0,5760.0,49495.0,47943.0,1198.0,949.0,144.0,106.0,0.0,0.0,8.592881944444445,8.3234375,720.0,7.102361111111111,-1.75,17.35,86.54751666527778,61.2,56.30000009999999,3.43,77.98611111111111,113.0,0.0,29.0,0.0,11.735096099333331,3.0,2.888539198029341,1.0,1,-0.5000000000000004,0.8660254037844384,68118.0,78949.0,81609.0,72006.16666666667,14998.957997140991,65018.0,75891.0,77576.33333333333,68468.33333333333,13480.247116923823,11.444556451612904,13.706423611111113,13.858570415173238,12.23084770758662,2.4935710488710074,10.92372311827957,13.175520833333334,12.10191626667504,11.094681998331543,1.129536327858784,1095.0,985.0,960.6666666666666,969.6666666666666,148.00788267296198,812.0,762.0,711.6666666666666,728.8333333333334,132.8545570664899,12.580241935483873,15.754027777777775,16.042135603345276,16.270226627837513,3.6145694824869055,92.4,83.4,79.63333333333334,96.06666666666668,15.008775210966943,11.02112045985215,12.51178709138889,11.337956884867085,11.06274911088859,1.0518319769575,71.08064516129032,58.42361111111112,62.41494922341696,64.53856780167264,7.512479187853539,129.0,159.0,133.0,156.33333333333334,24.24871130596435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.6666666666666667,1.6666666666666667,1.5275252316519468,1.0,1.0,5.0,10.0,-18623.0,-17075.0,-5.477880824372762,-31.200000000000003,1.0323717748159271,1.0476791042480544,97438.0,133136.0,0.0225333493570484,1.631578947368421,59359.21052631579,57188.36842105263,0.0,0.0,0.2659913435121873,0,Hasselt-Kempische brug,Hasselt,50.94084615,5.3420024,2,"137,138"
41,2024,11,2880.0,2880.0,23649.0,29261.0,662.0,403.0,64.0,76.0,0.0,0.0,8.211458333333333,10.160069444444444,720.0,7.102361111111111,-1.75,17.35,86.54751666527778,61.2,56.30000009999999,3.43,77.98611111111111,113.0,0.0,29.0,0.0,11.735096099333331,3.0,2.828239434291379,6.0,1,-0.5000000000000004,0.8660254037844384,31994.0,35351.0,33841.0,34205.666666666664,1703.6839495634094,37477.0,41525.0,39017.66666666666,38270.5,2190.298914151512,9.840332693837444,12.274652777777778,11.199842827455967,11.4634425457471,1.2418813202338197,12.593077956989248,14.41840277777778,13.265811678614098,12.998461768219832,1.0028210221323353,610.0,541.0,573.3333333333334,593.6666666666666,34.703506066870766,408.0,341.0,353.6666666666667,376.6666666666667,49.23751956926072,12.580241935483873,15.754027777777775,16.042135603345276,16.270226627837513,3.614569482486904,92.4,83.4,79.63333333333334,96.06666666666668,15.008775210966864,11.02112045985215,12.51178709138889,11.337956884867085,11.06274911088859,1.0518319769575,71.08064516129032,58.42361111111112,62.41494922341696,64.53856780167264,7.512479187853533,129.0,159.0,133.0,156.33333333333334,24.248711305964235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.6666666666666665,2.833333333333333,2.516611478423583,1.0,1.0,8.0,17.0,-8345.0,-8216.0,-5.477880824372762,-31.200000000000003,0.8082088787122791,0.8536969341195934,52910.0,69471.0,0.0719724777245181,2.2777777777777777,27746.61111111111,31477.222222222223,0.0,0.0,0.1978457359265389,0,Hasselt ring,Hasselt,50.9300038,5.3438616,1,140
42,2024,11,5760.0,5760.0,997.0,911.0,5161.0,5171.0,32.0,11.0,0.0,0.0,0.1730902777777777,0.1581597222222222,720.0,6.992777777777778,-1.95,17.0,86.41030173055555,56.4,52.300000104,2.87000001,75.4625,125.0,0.0,28.0,0.0,12.984014256597222,3.0,4.208449789979239,0.0,0,-0.5000000000000004,0.8660254037844384,1685.0,2418.0,2475.333333333333,2604.6666666666665,820.5037070807989,1673.0,2379.0,2564.0,2700.0,996.4642492332578,0.2830981182795699,0.4197916666666667,0.4203965053763441,0.4424525836320191,0.1376018034348853,0.2794717866210862,0.4130208333333333,0.4338525295775401,0.4575811333670258,0.1657811391788024,5040.0,4659.0,4750.333333333333,4751.666666666667,256.5001624430925,5043.0,4690.0,4740.333333333333,4733.166666666667,280.9027115094008,12.557930107526882,15.562013888888888,15.939421296296294,16.100930779569893,3.5851246608194303,86.60000000000001,105.5,89.63333333333337,100.18333333333332,14.588465763517876,11.84952708534946,13.0313883625,12.006542937455194,11.569021738183244,0.9560570826879028,71.71236559139786,58.78611111111111,62.73246714456392,65.00647401433692,7.795795382304664,114.0,171.0,132.0,155.16666666666666,33.80828300875394,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-688.0,-762.0,-5.565152329749104,-30.20000000000001,1.0944017563117454,1.007172743574417,1908.0,3358.0,0.0,0.0,2048.4193548387098,2145.8387096774195,0.0,0.0,0.017881407347878936,0,Heers,Heers,50.75487,5.30322,2,"28,34"
43,2024,11,2880.0,2880.0,506.0,9481.0,2531.0,911.0,10.0,90.0,0.0,0.0,0.1756944444444444,3.292013888888889,720.0,7.367638888888889,-1.0,17.9,86.3704973763889,64.5,60.59999998,2.73000003,78.43888888888888,114.0,0.0,16.0,0.0,11.708407089166666,3.0,0.9039770611011564,0.0,0,-0.5000000000000004,0.8660254037844384,597.0,685.0,562.3333333333334,525.0,143.1828667590268,12136.0,13292.0,12025.0,11807.333333333334,1325.989064811627,0.2006048387096774,0.2378472222222222,0.1915135902031063,0.1788493130227001,0.0514848212426621,4.077956989247312,4.615277777777778,4.090285244922342,4.0177288679808845,0.5189382461039348,2555.0,2445.0,2545.333333333333,2564.1666666666665,95.866226239137,816.0,745.0,744.6666666666666,759.3333333333334,71.50058274820847,12.569354838709678,15.815069444444443,16.032756123058544,16.230786663679808,3.5772157145989043,70.3,106.0,90.26666666666664,106.51666666666668,18.222605009529683,12.036376071962366,13.392365019444444,12.339065252323776,12.014350083605883,0.9392756230945692,68.30779569892474,57.86944444444445,61.70513739545997,63.95831093189965,5.742984169769211,109.0,153.0,124.33333333333331,146.16666666666666,24.84619353811225,0.0,0.0,0.3333333333333333,0.5,0.577350269189626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.1666666666666666,0.5773502691896261,1.0,0.0,1.0,1.0,-91.0,-2655.0,-5.201715949820789,-5.799999999999997,0.053369897690117,0.0491924851680949,9987.0,12733.0,0.0785360873321291,0.2222222222222222,478.1746031746032,8542.333333333334,0.0,0.0,0.05599235376436975,0,Heist op den Berg 1,Heist-op-den-Berg,51.06759,4.68823,1,8
44,2024,11,2880.0,2880.0,10604.0,515.0,800.0,2464.0,127.0,4.0,0.0,0.0,3.681944444444445,0.1788194444444444,720.0,7.367638888888889,-1.0,17.9,86.3704973763889,64.5,60.59999998,2.73000003,78.43888888888888,114.0,0.0,16.0,0.0,11.708407089166666,3.0,1.2895209328958137,0.0,0,-0.5000000000000004,0.8660254037844384,13752.0,15200.0,13553.0,13191.0,1754.9823360934329,615.0,721.0,665.0,687.5,53.25410782289431,4.620967741935484,5.277777777777778,4.610849761051374,4.489549731182795,0.6720441339347512,0.2066532258064516,0.2503472222222222,0.2261462066905615,0.233912037037037,0.0222242102981306,696.0,629.0,632.0,630.6666666666666,62.55397669213361,2481.0,2340.0,2429.333333333333,2417.5,77.6809715009642,12.569354838709678,15.815069444444443,16.032756123058544,16.230786663679808,3.5772157145989043,70.3,106.0,90.26666666666664,106.51666666666668,18.222605009529683,12.036376071962366,13.392365019444444,12.339065252323776,12.014350083605883,0.9392756230945692,68.30779569892474,57.86944444444445,61.70513739545997,63.95831093189965,5.742984169769211,109.0,153.0,124.33333333333331,146.16666666666666,24.84619353811225,0.0,0.0,0.3333333333333333,0.5,0.577350269189626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.577350269189626,1.0,0.0,2.0,2.0,-3148.0,-100.0,-5.201715949820789,-5.799999999999997,20.59029126213592,22.360975609756096,11119.0,14367.0,0.069603953504559,0.3015873015873015,10137.31746031746,1029.952380952381,0.0,0.0,0.054891182235104405,0,Heist op den Berg 2,Heist-op-den-Berg,51.06904,4.69524,1,9
45,2024,11,5760.0,5760.0,24431.0,6304.0,1676.0,4052.0,103.0,26.0,0.0,0.0,4.241493055555556,1.0944444444444446,720.0,7.251388888888889,-1.45,17.6,86.21832776666666,64.4,54.49999991,6.93000003,77.86805555555556,117.0,0.0,23.0,0.0,11.817046230944442,3.0,3.37590271087566,0.0,0,-0.5000000000000004,0.8660254037844384,32334.0,31160.0,30123.666666666668,28615.666666666668,2872.31654476544,10242.0,10417.0,10333.666666666666,10251.5,87.79711460697813,5.432459677419355,5.409722222222222,5.119268966547193,4.86419504181601,0.5228946134058328,1.720766129032258,1.8085069444444444,1.7556134259259255,1.7422724387694146,0.0465710452802933,1479.0,1495.0,1454.0,1496.1666666666667,57.71481612203307,3853.0,3708.0,3785.0,3779.8333333333335,72.91776189653562,12.569690860215054,15.599444444444446,15.92181302270012,16.068345280764635,3.524381271674484,67.0,84.9,74.7666666666667,86.96666666666668,9.181684667496144,11.95457387298387,13.358713336805554,12.220229372514934,11.801593686845656,1.031636590634631,69.2002688172043,59.04583333333332,62.168055555555554,64.61247013142174,6.102799558016091,116.0,166.0,131.66666666666666,153.0,29.771350881902197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7903.0,-3938.0,-5.318301971326165,-2.5999999999999943,3.875475888324873,3.1570005858230816,30735.0,42576.0,0.0,0.1071428571428571,23858.25,9180.92857142857,0.0,0.0,0.05703228606435198,0,Herent teller 1,Herent,50.891315000000006,4.64687,2,"72,73"
46,2024,11,5760.0,5760.0,10861.0,18040.0,3214.0,2252.0,40.0,48.0,0.0,0.0,1.8855902777777775,3.1319444444444446,720.0,7.207152777777777,-1.4,17.75,86.74719012222222,72.2,65.600000058,4.61999987,78.21805555555555,108.0,0.0,20.0,0.0,11.65868871125,3.0,4.258572751870591,1.0,1,-0.5000000000000004,0.8660254037844384,15047.0,15758.0,16521.333333333332,17913.5,1970.214286145888,25228.0,27548.0,27279.0,25833.0,1930.6068993971744,2.5280577956989245,2.735763888888889,2.805178464755078,3.0438396057347674,0.3175696179849396,4.238575268817204,4.782638888888889,4.634591547192354,4.388839419056153,0.346580078538163,3058.0,2778.0,2866.6666666666665,2936.0,165.84731934322517,1995.0,1732.0,1795.3333333333333,2079.0,176.726719353167,12.44643817204301,15.753125,15.97799059139785,16.192258437873356,3.6491850663095184,73.8,108.6,97.36666666666666,106.4,20.416741496461515,11.529132986478494,12.830276192083334,11.892240658929216,11.635760606546746,0.819237416218678,67.83870967741936,58.60833333333332,61.85510752688172,64.04759557945043,5.188220534343464,112.0,155.0,120.66666666666669,146.83333333333334,30.924639582917205,0.0,0.0,0.6666666666666666,0.3333333333333333,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5773502691896258,1.0,1.0,2.0,2.0,-4186.0,-7188.0,-5.239285394265233,-1.5999999999999943,0.6020509977827051,0.5964404629776439,28901.0,40275.0,0.0248292985723153,0.2857142857142857,14536.57142857143,20465.321428571428,0.0,0.0,0.0778417206599226,0,Herentals totem,Herentals,51.1736963,4.8123065,2,"94,110"
